﻿Título da Revista;ISSN;Homepage;Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Environmental Research: Infrastructure and Sustainability;2634-4505;https://iopscience.iop.org/journal/2634-4505;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Sociais, Energia;Scopus;-;-;0,877;Q1;22.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Research%3A%20Infrastructure%20and%20Sustainability&btnG=
Environmental Resources Research;2783-4832;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;0,12;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Resources%20Research&btnG=
Environmental Reviews;1208-6053;http://www.nrc.ca/cgi-bin/cisti/journals/rp/rp2%5Fdesc%5Ff?er;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;2,042;Q1;99.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Reviews&btnG=
Environmental Sanitation Engineering;1005-8206;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;0,16;Q4;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Sanitation%20Engineering&btnG=
Environmental Science and Ecotechnology;2666-4984;https://www.journals.elsevier.com/environmental-science-and-ecotechnology;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;3,389;Q1;55.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%20and%20Ecotechnology&btnG=
Environmental Science and Policy;1873-6416;https://www.journals.elsevier.com/environmental-science-and-policy;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Sociais;Scopus;5,2;Q1;1,72;Q1;173.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%20and%20Policy&btnG=
Environmental Science and Pollution Research;0944-1344;https://www.springer.com/journal/11356;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina;Scopus;-;-;0,909;Q1;234.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%20and%20Pollution%20Research&btnG=
Environmental Science and Technology;0013-936X;http://pubs.acs.org/journals/esthag/;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina, Química;Scopus;11,3;Q1;3,776;Q1;527.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%20and%20Technology&btnG=
Environmental Science and Technology Letters;2328-8930;https://pubs.acs.org/journal/estlcu;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;2,645;Q1;124.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%20and%20Technology%20Letters&btnG=
Environmental Science: Advances;2754-7000;https://pubs.rsc.org/en/journals/journalissues/va#!issueid=va001001&type=current&issnonline=2754-7000;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;1,394;Q1;31.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%3A%20Advances&btnG=
Environmental Science: Atmospheres;2634-3606;https://www.rsc.org/journals-books-databases/about-journals/environmental-science-atmospheres/;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Química;Scopus;-;-;1,085;Q1;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%3A%20Atmospheres&btnG=
Environmental Science: Nano;2051-8161;http://pubs.rsc.org/en/journals/journalissues/en;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência Ambiental, Ciência dos Materiais;Scopus;5,1;Q1;1,076;Q1;131.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%3A%20Nano&btnG=
Environmental Science: Processes and Impacts;2050-7887;http://pubs.rsc.org/en/journals/journal/em;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina;Scopus;-;-;1,412;Q1;134.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%3A%20Processes%20and%20Impacts&btnG=
Environmental Science: Water Research and Technology;2053-1400;http://pubs.rsc.org/en/journals/journalissues/ew#!recentarticles&all;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;3,1;Q2;0,8;Q1;84.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Science%3A%20Water%20Research%20and%20Technology&btnG=
Environmental Sciences Europe;2190-4707;https://enveurope.springeropen.com;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;6;Q1;1,597;Q1;79.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Sciences%20Europe&btnG=
Environmental Sociology;2325-1042;https://www.tandfonline.com/toc/rens20/current;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Sociais;Scopus;-;-;1,065;Q1;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Sociology&btnG=
Environmental Stresses in Crop Sciences;2383-3084;https://escs.birjand.ac.ir/journal/about?lang=en;Ciências Biológicas;Biologia Geral;Bioquímica, Ciências Agrárias e Biológicas, Genética e Biologia Molecular;Scopus;-;-;0,161;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Stresses%20in%20Crop%20Sciences&btnG=
Environmental Sustainability;2523-8922;https://link.springer.com/journal/42398;Ciências Biológicas;Biologia Geral;Ciência Ambiental, Ciências Agrárias e Biológicas, Energia, Imunologia e Microbiologia;Scopus;-;-;0,683;Q1;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Sustainability&btnG=
Environmental Systems Research;2193-2697;https://environmentalsystemsresearch.springeropen.com;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência Ambiental, Ciência dos Materiais;Scopus;-;-;1,199;Q1;40.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Systems%20Research&btnG=
Environmental Technology (United Kingdom);1479-487X;https://www.tandfonline.com/toc/tent20/current;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina;Scopus;2;Q3;0,483;Q2;98.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Technology%20%28United%20Kingdom%29&btnG=
Environmental Technology Reviews;2162-2523;https://www.tandfonline.com/toc/tetr20/current;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;-;-;0,853;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Technology%20Reviews&btnG=
Environmental Technology and Innovation;2352-1864;https://www.journals.elsevier.com/environmental-technology-and-innovation;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Agrárias e Biológicas;Scopus;-;-;1,49;Q1;110.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Technology%20and%20Innovation&btnG=
Environmental Toxicology;1522-7278;https://onlinelibrary.wiley.com/journal/15227278;Ciências Biológicas;Farmacologia;Ciência Ambiental, Farmacologia, Medicina, Toxicologia e Farmacêutica;Scopus;3,2;Q2;0,865;Q2;98.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Toxicology&btnG=
Environmental Toxicology and Chemistry;1552-8618;https://setac.onlinelibrary.wiley.com/journal/15528618;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental;Scopus;2,8;Q2;1,34;Q1;206.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Toxicology%20and%20Chemistry&btnG=
Environmental Toxicology and Pharmacology;1872-7077;http://www.journals.elsevier.com/environmental-toxicology-and-pharmacology/;Ciências Biológicas;Farmacologia;Ciência Ambiental, Farmacologia, Medicina, Toxicologia e Farmacêutica;Scopus;4,2;Q1;1,161;Q1;117.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Toxicology%20and%20Pharmacology&btnG=
Environmental Values;0963-2719;https://journals.sagepub.com/home/enva;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência Ambiental;Scopus;1,6;Q2;0,482;Q1;63.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20Values&btnG=
Environmental and Climate Technologies;2255-8837;https://sciendo.com/journal/RTUECT;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Energia;Scopus;1,6;Q4;0,39;Q3;31.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Climate%20Technologies&btnG=
Environmental and Ecological Statistics;1352-8505;https://link.springer.com/journal/10651;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências da Decisão, Matemática;Scopus;1,8;Q1;0,418;Q3;58.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Ecological%20Statistics&btnG=
Environmental and Engineering Geoscience;1078-7275;http://eeg.geoscienceworld.org/archive;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências da Terra e Planetárias;Scopus;-;-;0,223;Q3;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Engineering%20Geoscience&btnG=
Environmental and Experimental Biology;1691-8088;http://eeb.lu.lv/;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Agrárias e Biológicas;Scopus;-;-;0,248;Q3;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Experimental%20Biology&btnG=
Environmental and Experimental Botany;0098-8472;https://www.journals.elsevier.com/environmental-and-experimental-botany;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Agrárias e Biológicas;Scopus;4,7;Q1;1,241;Q1;183.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Experimental%20Botany&btnG=
Environmental and Molecular Mutagenesis;1098-2280;https://onlinelibrary.wiley.com/journal/10982280;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina;Scopus;2,3;Q3;0,686;Q2;104.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Molecular%20Mutagenesis&btnG=
Environmental and Occupational Health Practice;2434-4931;https://eohp-journal.jp/;Ciências da Saúde;Medicina;Ciência Ambiental, Ciências Sociais, Medicina;Scopus;-;-;0,16;Q4;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Occupational%20Health%20Practice&btnG=
Environmental and Resource Economics;0924-6460;http://www.springer.com/economics/environmental/journal/10640?detailsPage=aimsAndScopes;Ciências Sociais Aplicadas;Economia;Ciência Ambiental, Econometria e Finanças, Economia;Scopus;3,4;Q1;1,377;Q1;129.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Resource%20Economics&btnG=
Environmental and Socio-Economic Studies;2354-0079;https://sciendo.com/journal/ENVIRON;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Sociais;Scopus;-;-;0,38;Q2;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Socio-Economic%20Studies&btnG=
Environmental and Sustainability Indicators;2665-9727;https://www.journals.elsevier.com/environmental-and-sustainability-indicators;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Agrárias e Biológicas;Scopus;-;-;1,188;Q1;44.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmental%20and%20Sustainability%20Indicators&btnG=
Environments - MDPI;2076-3298;http://www.mdpi.com/journal/environments;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Agrárias e Biológicas, Energia;Scopus;-;-;0,927;Q1;60.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environments%20-%20MDPI&btnG=
Environmetrics;1099-095X;https://onlinelibrary.wiley.com/journal/1099095X;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Matemática;Scopus;1,7;Q2;0,639;Q2;73.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Environmetrics&btnG=
Enzyme and Microbial Technology;1879-0909;https://www.journals.elsevier.com/enzyme-and-microbial-technology;Ciências Biológicas;Biologia Geral;Bioquímica, Engenharia Química, Genética e Biologia Molecular, Imunologia e Microbiologia;Scopus;3,7;Q2;0,731;Q2;171.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Enzyme%20and%20Microbial%20Technology&btnG=
Eos;0096-3941;https://onlinelibrary.wiley.com/journal/23249250;Outras / Não Classificado;Geral / Multidisciplinar;Ciências da Terra e Planetárias;Scopus;-;-;0,124;Q4;106.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Eos&btnG=
Eos (Poland);0012-7825;https://eos.ptf.edu.pl/;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,109;Q3;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Eos%20%28Poland%29&btnG=
Ephemerides Liturgicae;0013-9505;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,1;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Ephemerides%20Liturgicae&btnG=
Ephemerides Theologicae Lovanienses;1783-1423;http://poj.peeters-leuven.be/content.php?url=journal&journal_code=ETL;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,1;-;0,123;Q3;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Ephemerides%20Theologicae%20Lovanienses&btnG=
Epidemics;1755-4365;https://www.journals.elsevier.com/epidemics;Ciências Biológicas;Biologia Geral;Imunologia e Microbiologia, Medicina;Scopus;2,4;Q3;1,006;Q1;60.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemics&btnG=
Epidemiologia;2673-3986;https://www.mdpi.com/journal/epidemiologia;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,691;Q2;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologia&btnG=
Epidemiologia e Prevenzione;1120-9763;http://www.epiprev.it;Ciências da Saúde;Medicina;Medicina;Scopus;1,5;Q3;0,263;Q3;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologia%20e%20Prevenzione&btnG=
Epidemiologia e Servicos de Saude;2237-9622;http://www.scielo.br/scielo.php?script=sci_serial&pid=2237-9622&lng=en&nrm=iso;Ciências da Saúde;Medicina;Medicina, Multidisciplinar;Scopus;-;-;0,556;Q1;34.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologia%20e%20Servicos%20de%20Saude&btnG=
Epidemiologia e Serviços de Saúde;1679-4974;https://www.scielo.br/j/ress/;Outras / Não Classificado;Geral / Multidisciplinar;Ciências da Saúde;Scielo;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologia%20e%20Servi%C3%A7os%20de%20Sa%C3%BAde&btnG=
Epidemiologic Methods;2194-9263;http://www.degruyter.com/view/j/em;Ciências da Saúde;Medicina;Matemática, Medicina;Scopus;-;-;0,378;Q3;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologic%20Methods&btnG=
Epidemiologic Reviews;1478-6729;http://epirev.oxfordjournals.org/;Ciências da Saúde;Medicina;Medicina;Scopus;3,8;Q1;1,866;Q1;126.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologic%20Reviews&btnG=
Epidemiologie et Sante Animale;0754-2186;;Outras / Não Classificado;Geral / Multidisciplinar;Veterinária;Scopus;-;-;0,101;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologie%20et%20Sante%20Animale&btnG=
Epidemiologie, Mikrobiologie, Imunologie;1210-7913;https://www.prolekare.cz/casopisy/epidemiologie;Ciências da Saúde;Medicina;Medicina;Scopus;0,5;Q4;0,218;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologie%2C%20Mikrobiologie%2C%20Imunologie&btnG=
Epidemiologiya i Vaktsinoprofilaktika;2073-3046;https://www.epidemvac.ru;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,202;Q4;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiologiya%20i%20Vaktsinoprofilaktika&btnG=
Epidemiology;1531-5487;http://journals.lww.com/epidem/pages/default.aspx;Ciências da Saúde;Medicina;Medicina;Scopus;4,4;Q1;1,406;Q1;209.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiology&btnG=
Epidemiology and Health;2092-7193;http://www.e-epih.org/;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,895;Q1;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiology%20and%20Health&btnG=
Epidemiology and Health System Journal;2980-7891;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,139;Q4;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiology%20and%20Health%20System%20Journal&btnG=
Epidemiology and Infection;1469-4409;http://journals.cambridge.org/action/displayJournal?jid=HYG;Ciências da Saúde;Medicina;Medicina;Scopus;2,2;Q2;0,821;Q2;133.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Epidemiology%20and%20Infection&btnG=
