Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY;1017-7825;;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação Especial;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROBIOLOGY%20AND%20BIOTECHNOLOGY&btnG=
JOURNAL OF MICROENCAPSULATION;0265-2048;https://www.tandfonline.com/toc/imnc20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROENCAPSULATION&btnG=
JOURNAL OF MICROMECHANICS AND MICROENGINEERING;0960-1317;http://iopscience.org/jmm;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;0,3;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROMECHANICS%20AND%20MICROENGINEERING&btnG=
JOURNAL OF MICROORGANISM CONTROL;2758-6383;;;;Outras / Não Classificado;Geral / Multidisciplinar;Planejamento Regional e Urbano;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROORGANISM%20CONTROL&btnG=
JOURNAL OF MICROSCOPY;0022-2720;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2818;;;Outras / Não Classificado;Geral / Multidisciplinar;Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROSCOPY&btnG=
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY;0832-7823;https://www.tandfonline.com/toc/tpee20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;0,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MICROWAVE%20POWER%20AND%20ELECTROMAGNETIC%20ENERGY&btnG=
JOURNAL OF MIGRATION HISTORY;2351-9916;https://brill.com/view/journals/jmh/jmh-overview.xml;;;Outras / Não Classificado;Geral / Multidisciplinar;Sistemas de Automação e Controle;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MIGRATION%20HISTORY&btnG=
JOURNAL OF MILITARY AND VETERANS HEALTH;1835-1271;http://www.jmvh.org/backissues.php;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Multidisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MILITARY%20AND%20VETERANS%20HEALTH&btnG=
JOURNAL OF MILITARY VETERAN AND FAMILY HEALTH;2368-7924;http://jmvfh.utpjournals.press/;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MILITARY%20VETERAN%20AND%20FAMILY%20HEALTH&btnG=
JOURNAL OF MINING AND ENVIRONMENT;2251-8592;;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MINING%20AND%20ENVIRONMENT&btnG=
JOURNAL OF MIXED METHODS RESEARCH;1558-6898;http://mmr.sagepub.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência e Tecnologia Quânticas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MIXED%20METHODS%20RESEARCH&btnG=
JOURNAL OF MODELLING IN MANAGEMENT;1746-5664;http://rave.ohiolink.edu/ejournals/issn/17465664;;;Outras / Não Classificado;Geral / Multidisciplinar;Recursos hídricos;Web of Science;1,8;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MODELLING%20IN%20MANAGEMENT&btnG=
JOURNAL OF MODERN JEWISH STUDIES;1472-5886;https://www.tandfonline.com/toc/cmjs20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MODERN%20JEWISH%20STUDIES&btnG=
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY;0022-2828;https://www.journals.elsevier.com/journal-of-molecular-and-cellular-cardiology;;;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOLECULAR%20AND%20CELLULAR%20CARDIOLOGY&btnG=
JOURNAL OF MOLECULAR BIOLOGY;0022-2836;http://www.elsevier.com/locate/issn/0022-2836;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOLECULAR%20BIOLOGY&btnG=
JOURNAL OF MOLECULAR DIAGNOSTICS;1525-1578;http://www.journals.elsevierhealth.com/periodicals/jmdi/;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de Área, Estudos Culturais;Web of Science;0,2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOLECULAR%20DIAGNOSTICS&btnG=
JOURNAL OF MOLECULAR MEDICINE-JMM;0946-2716;http://www.springerlink.com/content/100437/;;;Outras / Não Classificado;Geral / Multidisciplinar;Neurociências;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOLECULAR%20MEDICINE-JMM&btnG=
JOURNAL OF MOLECULAR STRUCTURE;0022-2860;http://www.sciencedirect.com/science/journal/00222860;;;Outras / Não Classificado;Geral / Multidisciplinar;Negócios, Finanças;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOLECULAR%20STRUCTURE&btnG=
JOURNAL OF MORAVIAN HISTORY;1933-6632;http://muse.jhu.edu/journals/moh;;;Outras / Não Classificado;Geral / Multidisciplinar;Gerenciamento;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MORAVIAN%20HISTORY&btnG=
JOURNAL OF MORPHOLOGY;0362-2525;http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291097-4687;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Multidisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MORPHOLOGY&btnG=
JOURNAL OF MOTOR LEARNING AND DEVELOPMENT;2325-3193;http://journals.humankinetics.com/jmld-contents;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências do Esporte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MOTOR%20LEARNING%20AND%20DEVELOPMENT&btnG=
JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT;0883-8534;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1912;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MULTICULTURAL%20COUNSELING%20AND%20DEVELOPMENT&btnG=
JOURNAL OF MULTICULTURAL DISCOURSES;1744-7143;https://www.tandfonline.com/toc/rmmd20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MULTICULTURAL%20DISCOURSES&btnG=
JOURNAL OF MULTISCALE MODELLING;1756-9737;http://www.worldscinet.com/jmm.html;;;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MULTISCALE%20MODELLING&btnG=
JOURNAL OF MUSEUM EDUCATION;1059-8650;https://www.tandfonline.com/toc/rjme20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MUSEUM%20EDUCATION&btnG=
JOURNAL OF MUSIC TEACHER EDUCATION;1057-0837;http://jmt.sagepub.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Linguística, Educação e Pesquisa Educacional;Web of Science;1,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20MUSIC%20TEACHER%20EDUCATION&btnG=
JOURNAL OF NANOFLUIDS;2169-432X;http://www.aspbs.com/jon;;;Outras / Não Classificado;Geral / Multidisciplinar;Conservação da Biodiversidade;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NANOFLUIDS&btnG=
JOURNAL OF NATURAL HISTORY;0022-2933;http://www.tandfonline.com/toc/tnah20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Métodos de pesquisa bioquímica;Web of Science;2,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NATURAL%20HISTORY&btnG=
JOURNAL OF NATURAL PRODUCTS;0163-3864;http://pubs.acs.org/journal/jnprdf;;;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NATURAL%20PRODUCTS&btnG=
JOURNAL OF NEONATAL-PERINATAL MEDICINE;1934-5798;http://iospress.metapress.com/content/121063;;;Outras / Não Classificado;Geral / Multidisciplinar;Química, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEONATAL-PERINATAL%20MEDICINE&btnG=
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS;1084-8045;https://www.journals.elsevier.com/journal-of-network-and-computer-applications;;;Outras / Não Classificado;Geral / Multidisciplinar;Biomédica, Engenharia;Web of Science;0,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NETWORK%20AND%20COMPUTER%20APPLICATIONS&btnG=
JOURNAL OF NEURAL ENGINEERING;1741-2560;http://iopscience.iop.org/1741-2552;;;Outras / Não Classificado;Geral / Multidisciplinar;Biomédica, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEURAL%20ENGINEERING&btnG=
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY;0022-3050;http://jnnp.bmj.com/;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Urbanos;Web of Science;0,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROLOGY%20NEUROSURGERY%20AND%20PSYCHIATRY&btnG=
JOURNAL OF NEUROMUSCULAR DISEASES;2214-3599;http://content.iospress.com/journals/journal-of-neuromuscular-diseases;;;Outras / Não Classificado;Geral / Multidisciplinar;Negócios;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROMUSCULAR%20DISEASES&btnG=
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY;0022-3069;http://journals.lww.com/jneuropath/pages/default.aspx;;;Outras / Não Classificado;Geral / Multidisciplinar;Anestesiologia;Web of Science;2,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROPATHOLOGY%20AND%20EXPERIMENTAL%20NEUROLOGY&btnG=
JOURNAL OF NEUROPHYSIOLOGY;0022-3077;http://jn.physiology.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Anestesiologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROPHYSIOLOGY&btnG=
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES;0895-0172;http://neuro.psychiatryonline.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Atenção Primária à Saúde;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROPSYCHIATRY%20AND%20CLINICAL%20NEUROSCIENCES&btnG=
JOURNAL OF NEUROPSYCHOLOGY;1748-6645;https://onlinelibrary.wiley.com/journal/17486653;;;Outras / Não Classificado;Geral / Multidisciplinar;Psiquiatria;Web of Science;2;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROPSYCHOLOGY&btnG=
JOURNAL OF NEURORADIOLOGY;0150-9861;https://www.journals.elsevier.com/journal-of-neuroradiology;;;Outras / Não Classificado;Geral / Multidisciplinar;Psiquiatria;Web of Science;1,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEURORADIOLOGY&btnG=
JOURNAL OF NEUROSCIENCE METHODS;0165-0270;https://www.journals.elsevier.com/journal-of-neuroscience-methods;;;Outras / Não Classificado;Geral / Multidisciplinar;Urologia e Nefrologia;Web of Science;1,9;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSCIENCE%20METHODS&btnG=
JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS;1937-321X;http://www.apa.org/journals/pubs/npe/;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSCIENCE%20PSYCHOLOGY%20AND%20ECONOMICS&btnG=
JOURNAL OF NEUROSCIENCE RESEARCH;0360-4012;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4547;;;Outras / Não Classificado;Geral / Multidisciplinar;Hematologia, Doenças Vasculares Periféricas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSCIENCE%20RESEARCH&btnG=
JOURNAL OF NEUROSCIENCES IN RURAL PRACTICE;0976-3147;https://doi.org/10.1055/s-00043281;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação, Ciência da Computação, Aplicações Interdisciplinares;Web of Science;5,6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSCIENCES%20IN%20RURAL%20PRACTICE&btnG=
JOURNAL OF NEUROSURGERY;0022-3085;http://www.thejns.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Oncologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGERY&btnG=
JOURNAL OF NEUROSURGERY-CASE LESSONS;2694-1902;http://www.thejns.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Oncologia, Hematologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGERY-CASE%20LESSONS&btnG=
JOURNAL OF NEUROSURGERY-PEDIATRICS;1933-0707;http://www.thejns.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Hematologia;Web of Science;2,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGERY-PEDIATRICS&btnG=
JOURNAL OF NEUROSURGERY-SPINE;1547-5654;http://www.thejns.org;;;Outras / Não Classificado;Geral / Multidisciplinar;Hematologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGERY-SPINE&btnG=
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY;0898-4921;https://journals.lww.com/jnsa/pages/default.aspx;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Ambientais, Recursos Hídricos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGICAL%20ANESTHESIOLOGY&btnG=
JOURNAL OF NEUROSURGICAL SCIENCES;0390-5616;http://www.minervamedica.it;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências e Serviços de Saúde, Informática Médica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROSURGICAL%20SCIENCES&btnG=
JOURNAL OF NEUROTRAUMA;0897-7151;http://www.liebertpub.com/overview/journal-of-neurotrauma/39/;;;Outras / Não Classificado;Geral / Multidisciplinar;Nutrição e Dietética;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUROTRAUMA&btnG=
JOURNAL OF NEUTRON RESEARCH;1023-8166;http://www.informaworld.com/1477-2655;;;Outras / Não Classificado;Geral / Multidisciplinar;Reumatologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEUTRON%20RESEARCH&btnG=
JOURNAL OF NEW ZEALAND STUDIES;1176-306X;;;;Outras / Não Classificado;Geral / Multidisciplinar;Ciências e Serviços de Saúde;Web of Science;1,8;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NEW%20ZEALAND%20STUDIES&btnG=
JOURNAL OF NON-CRYSTALLINE SOLIDS;0022-3093;https://www.journals.elsevier.com/journal-of-non-crystalline-solids;;;Outras / Não Classificado;Geral / Multidisciplinar;Neurologia Clínica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NON-CRYSTALLINE%20SOLIDS&btnG=
JOURNAL OF NON-CRYSTALLINE SOLIDS-X;2590-1591;https://www.journals.elsevier.com/journal-of-non-crystalline-solids-x;;;Outras / Não Classificado;Geral / Multidisciplinar;Nutrição e Dietética;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NON-CRYSTALLINE%20SOLIDS-X&btnG=
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS;0377-0257;https://www.journals.elsevier.com/journal-of-non-newtonian-fluid-mechanics;;;Outras / Não Classificado;Geral / Multidisciplinar;Oftalmologia;Web of Science;2,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NON-NEWTONIAN%20FLUID%20MECHANICS&btnG=
JOURNAL OF NONDESTRUCTIVE EVALUATION, DIAGNOSTICS AND PROGNOSTICS OF ENGINEERING SYSTEMS;2572-3901;http://nondestructive.asmedigitalcollection.asme.org/issues.aspx;;;Outras / Não Classificado;Geral / Multidisciplinar;Saúde Ambiental e Ocupacional, Pública;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NONDESTRUCTIVE%20EVALUATION%2C%20DIAGNOSTICS%20AND%20PROGNOSTICS%20OF%20ENGINEERING%20SYSTEMS&btnG=
JOURNAL OF NONLINEAR FUNCTIONAL ANALYSIS;2052-532X;http://scik.org/index.php/jnfa;;;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NONLINEAR%20FUNCTIONAL%20ANALYSIS&btnG=
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS;0218-8635;http://www.worldscinet.com/jnopm;;;Outras / Não Classificado;Geral / Multidisciplinar;Sensoriamento Remoto;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NONLINEAR%20OPTICAL%20PHYSICS%20%26%20MATERIALS&btnG=
JOURNAL OF NONPROFIT & PUBLIC SECTOR MARKETING;1049-5142;https://www.tandfonline.com/toc/wnon20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NONPROFIT%20%26%20PUBLIC%20SECTOR%20MARKETING&btnG=
JOURNAL OF NUCLEAR ENGINEERING AND RADIATION SCIENCE;2332-8983;http://nuclearengineering.asmedigitalcollection.asme.org/issues.aspx;;;Outras / Não Classificado;Geral / Multidisciplinar;Arte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUCLEAR%20ENGINEERING%20AND%20RADIATION%20SCIENCE&btnG=
JOURNAL OF NUCLEAR MEDICINE;0161-5505;https://jnm.snmjournals.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUCLEAR%20MEDICINE&btnG=
JOURNAL OF NUCLEAR MEDICINE TECHNOLOGY;0091-4916;http://tech.snmjournals.org/;;;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUCLEAR%20MEDICINE%20TECHNOLOGY&btnG=
JOURNAL OF NURSING MANAGEMENT;0966-0429;https://onlinelibrary.wiley.com/journal/13652834;;;Outras / Não Classificado;Geral / Multidisciplinar;Endocrinologia e Metabolismo, Ortopedia;Web of Science;2,6;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NURSING%20MANAGEMENT&btnG=
JOURNAL OF NURSING REGULATION;2155-8256;https://www.journals.elsevier.com/journal-of-nursing-regulation;;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional, História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NURSING%20REGULATION&btnG=
JOURNAL OF NURSING SCHOLARSHIP;1527-6546;https://sigmapubs.onlinelibrary.wiley.com/journal/15475069;;;Outras / Não Classificado;Geral / Multidisciplinar;Arte, Ciências Sociais, Interdisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NURSING%20SCHOLARSHIP&btnG=
JOURNAL OF NUTRITION;0022-3166;https://www.sciencedirect.com/journal/the-journal-of-nutrition;;;Outras / Não Classificado;Geral / Multidisciplinar;Neurociências;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUTRITION&btnG=
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR;1499-4046;https://www.journals.elsevier.com/journal-of-nutrition-education-and-behavior;;;Outras / Não Classificado;Geral / Multidisciplinar;Neurologia Clínica, Neurociências;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUTRITION%20EDUCATION%20AND%20BEHAVIOR&btnG=
JOURNAL OF NUTRITIONAL BIOCHEMISTRY;0955-2863;http://www.journals.elsevier.com/the-journal-of-nutritional-biochemistry/;;;Outras / Não Classificado;Geral / Multidisciplinar;Inteligência Artificial, Neurociências, Ciência da Computação;Web of Science;4,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20NUTRITIONAL%20BIOCHEMISTRY&btnG=
JOURNAL OF OBSTETRICS AND GYNAECOLOGY CANADA;1701-2163;https://www.journals.elsevier.com/journal-of-obstetrics-and-gynaecology-canada;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos de área;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OBSTETRICS%20AND%20GYNAECOLOGY%20CANADA&btnG=
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE;1545-9624;https://www.tandfonline.com/toc/uoeh20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Tecnologia de Construção e Edificação;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OCCUPATIONAL%20AND%20ENVIRONMENTAL%20HYGIENE&btnG=
JOURNAL OF OCCUPATIONAL SCIENCE;1442-7591;https://www.tandfonline.com/toc/rocc20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Endocrinologia e Metabolismo;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OCCUPATIONAL%20SCIENCE&btnG=
JOURNAL OF OCCUPATIONAL THERAPY SCHOOLS AND EARLY INTERVENTION;1941-1243;https://www.tandfonline.com/toc/wjot20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Reabilitação;Web of Science;1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OCCUPATIONAL%20THERAPY%20SCHOOLS%20AND%20EARLY%20INTERVENTION&btnG=
JOURNAL OF OFFENDER REHABILITATION;1050-9674;https://www.tandfonline.com/toc/wjor20/current;;;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Urbanos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OFFENDER%20REHABILITATION&btnG=
JOURNAL OF OFFICIAL STATISTICS;0282-423X;http://www.jos.nu/;;;Outras / Não Classificado;Geral / Multidisciplinar;Arte, Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OFFICIAL%20STATISTICS&btnG=
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME;0892-7219;http://offshoremechanics.asmedigitalcollection.asme.org/journal.aspx?journalid=130;;;Outras / Não Classificado;Geral / Multidisciplinar;Acústica;Web of Science;1,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OFFSHORE%20MECHANICS%20AND%20ARCTIC%20ENGINEERING-TRANSACTIONS%20OF%20THE%20ASME&btnG=
JOURNAL OF OPERATOR THEORY;0379-4024;http://www.theta.ro/jot.html;;;Outras / Não Classificado;Geral / Multidisciplinar;Química, Engenharia;Web of Science;1,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=JOURNAL%20OF%20OPERATOR%20THEORY&btnG=
