Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
ADVANCES IN WATER RESOURCES;0309-1708;https://www.journals.elsevier.com/advances-in-water-resources;;;Ciências Humanas;Geografia;Geografia, Multidisciplinar, Física, Geociências;Web of Science;2,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ADVANCES%20IN%20WATER%20RESOURCES&btnG=
AFRICAN JOURNAL OF EMPLOYEE RELATIONS;2664-3731;;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;16,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AFRICAN%20JOURNAL%20OF%20EMPLOYEE%20RELATIONS&btnG=
AFRICAN STUDIES;0002-0184;http://www.informaworld.com/smpp/title~db=all~content=t713405746~tab=summary;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;29,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AFRICAN%20STUDIES&btnG=
AGROINDUSTRIA SOCIEDAD Y AMBIENTE ASA;2343-6115;;;;Ciências Humanas;Psicologia;Neurologia Clínica, Psicologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AGROINDUSTRIA%20SOCIEDAD%20Y%20AMBIENTE%20ASA&btnG=
AKTUELLE UROLOGIE;0001-7868;http://www.thieme.de/uro/index.html;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;2,1;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AKTUELLE%20UROLOGIE&btnG=
ALERGIA ASTMA IMMUNOLOGIA;1427-3101;http://alergia-astma-immunalogia.pl/index.html;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;0,2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ALERGIA%20ASTMA%20IMMUNOLOGIA&btnG=
ALIMENTARY PHARMACOLOGY & THERAPEUTICS;0269-2813;https://onlinelibrary.wiley.com/journal/13652036;;;Ciências Humanas;Geografia;Ciências Ambientais, Geografia Física;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ALIMENTARY%20PHARMACOLOGY%20%26%20THERAPEUTICS&btnG=
AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL UROLOGY;2330-1910;https://www.ncbi.nlm.nih.gov/pmc/journals/2623/;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;1,7;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AMERICAN%20JOURNAL%20OF%20CLINICAL%20AND%20EXPERIMENTAL%20UROLOGY&btnG=
AMERICAN JOURNAL OF SOCIOLOGY;0002-9602;http://www.journals.uchicago.edu/ajs;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AMERICAN%20JOURNAL%20OF%20SOCIOLOGY&btnG=
ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant;0999-792X;;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,118;Q4;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ANAE%20-%20Approche%20Neuropsychologique%20des%20Apprentissages%20chez%20l%27Enfant&btnG=
ANGIOLOGY;0003-3197;http://ang.sagepub.com/;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;1,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ANGIOLOGY&btnG=
ARCHIVUM MATHEMATICUM;1212-5059;http://www.emis.de/journals/AM/volumes.html;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;1,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ARCHIVUM%20MATHEMATICUM&btnG=
ASME JOURNAL OF HEAT AND MASS TRANSFER;2832-8450;;;;Ciências Humanas;Geografia;Geografia, Multidisciplinar, Física, Geociências;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ASME%20JOURNAL%20OF%20HEAT%20AND%20MASS%20TRANSFER&btnG=
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES;1540-658X;http://www.liebertpub.com/adt;;;Ciências Humanas;Filosofia;Aplicada, Ciência da Computação, Teoria e Métodos, História e Filosofia da Ciência, Matemática;Web of Science;0,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ASSAY%20AND%20DRUG%20DEVELOPMENT%20TECHNOLOGIES&btnG=
AUSTRALIAN JOURNAL OF COMPETITION AND CONSUMER LAW;1838-9260;https://ezproxy.flinders.edu.au/login?url=http://legalonline.thomson.com.au/jour/resultSummary.jsp?curRequestedHref=journals/AJCCL&tocType=fullText&sortBy=publicationYear/articleDate;;;Ciências Humanas;Psicologia;Psiquiatria, Psicologia;Web of Science;3,3;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AUSTRALIAN%20JOURNAL%20OF%20COMPETITION%20AND%20CONSUMER%20LAW&btnG=
AUSTRALIAN JOURNAL OF STRUCTURAL ENGINEERING;1328-7982;https://www.tandfonline.com/toc/tsen20/current;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=AUSTRALIAN%20JOURNAL%20OF%20STRUCTURAL%20ENGINEERING&btnG=
Accounting, Organizations and Society;0361-3682;https://www.journals.elsevier.com/accounting-organizations-and-society;;;Ciências Humanas;Psicologia;Ciências Sociais, Ciências da Decisão, Gestão e Contabilidade, Negócios, Psicologia;Scopus;4;Q1;3,098;Q1;170.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Accounting%2C%20Organizations%20and%20Society&btnG=
Acta Comportamentalia;0188-8145;;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;-;-;0,189;Q2;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Acta%20Comportamentalia&btnG=
Acta Neuropsychologica;1730-7503;http://www.actanueuropsychologica.com;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,1;Q4;0,391;Q3;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Acta%20Neuropsychologica&btnG=
Acta Psychologica Sinica;0439-755X;http://journal.psych.ac.cn/acps/EN/0439-755X/home.shtml;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,5;Q3;0,682;Q2;22.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Acta%20Psychologica%20Sinica&btnG=
Adaptive Behavior;1741-2633;http://www.sagepub.com/journals/Journal201570/title;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciência da Computação, Neurociência, Psicologia;Scopus;1,3;Q2;0,434;Q1;64.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Adaptive%20Behavior&btnG=
Adoption and Fostering;1740-469X;http://aaf.sagepub.com/;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;-;-;0,314;Q2;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Adoption%20and%20Fostering&btnG=
Adultspan Journal;2161-0029;https://onlinelibrary.wiley.com/journal/21610029;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,242;Q4;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Adultspan%20Journal&btnG=
Aggressive Behavior;1098-2337;https://onlinelibrary.wiley.com/journal/10982337;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;2,3;Q2;0,996;Q1;121.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Aggressive%20Behavior&btnG=
American Annals of the Deaf;1543-0375;http://gupress.gallaudet.edu/annals;;;Ciências Humanas;Psicologia;Ciências Sociais, Profissões da Saúde, Psicologia;Scopus;0,9;Q4;0,266;Q3;52.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=American%20Annals%20of%20the%20Deaf&btnG=
American Behavioral Scientist;1552-3381;http://abs.sagepub.com/;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,5;Q2;0,635;Q1;149.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=American%20Behavioral%20Scientist&btnG=
American Imago;1085-7931;http://www.press.jhu.edu/journals/american_imago/index.html;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;0,1;-;0,138;Q2;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=American%20Imago&btnG=
American Journal of Evaluation;1098-2140;http://www.sagepub.com/journals/Journal201729/title;;;Ciências Humanas;Psicologia;Ciências Sociais, Gestão e Contabilidade, Negócios, Psicologia;Scopus;1;Q2;0,655;Q1;74.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=American%20Journal%20of%20Evaluation&btnG=
American Journal of Family Therapy;0192-6187;https://www.tandfonline.com/toc/uaft20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,414;Q3;53.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=American%20Journal%20of%20Family%20Therapy&btnG=
Annals of Leisure Research;1174-5398;https://www.tandfonline.com/toc/ranz20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Gestão e Contabilidade, Negócios, Psicologia;Scopus;2;Q2;0,645;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annals%20of%20Leisure%20Research&btnG=
Annals of Psychology;2451-4306;http://www.kul.pl/strona-glowna,art_3344.html;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,195;Q4;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Annals%20of%20Psychology&btnG=
Applied Cognitive Psychology;1099-0720;https://onlinelibrary.wiley.com/journal/10990720;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;1,8;Q3;0,725;Q1;130.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Cognitive%20Psychology&btnG=
Applied Developmental Science;1532-480X;https://www.tandfonline.com/toc/hads20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,5;Q4;0,96;Q2;89.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Developmental%20Science&btnG=
Applied Measurement in Education;1532-4818;https://www.tandfonline.com/toc/hame20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,1;Q3;0,746;Q1;57.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Measurement%20in%20Education&btnG=
Applied Neuropsychology: Adult;2327-9095;https://www.tandfonline.com/toc/hapn21/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,541;Q3;61.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Neuropsychology%3A%20Adult&btnG=
Applied Neuropsychology: Child;2162-2973;https://www.tandfonline.com/toc/hapn20/current;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,1;Q4;0,516;Q3;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Neuropsychology%3A%20Child&btnG=
Applied Psychology;0269-994X;http://www.wiley.com/bw/journal.asp?ref=0269-994X&site=1;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;-;-;2,354;Q1;123.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Psychology&btnG=
Applied Psychology: Health and Well-Being;1758-0854;https://onlinelibrary.wiley.com/journal/17580854;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3,6;Q1;1,261;Q1;59.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Applied%20Psychology%3A%20Health%20and%20Well-Being&btnG=
Art Therapy;0742-1656;https://www.tandfonline.com/toc/uart20/current;;;Ciências Humanas;Psicologia;Profissões da Saúde, Psicologia;Scopus;1,2;Q3;0,322;Q2;49.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Art%20Therapy&btnG=
Art and Perception;2213-4905;http://booksandjournals.brillonline.com/content/22134913;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;-;-;0,239;Q1;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Art%20and%20Perception&btnG=
Asia-Pacific Journal of Research in Early Childhood Education;1976-1961;;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;-;-;0,186;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asia-Pacific%20Journal%20of%20Research%20in%20Early%20Childhood%20Education&btnG=
Asian American Journal of Psychology;1948-1985;http://www.apa.org/journals/aap/;;;Ciências Humanas;Psicologia;Psicologia;Scopus;2,8;Q1;0,939;Q1;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20American%20Journal%20of%20Psychology&btnG=
Asian Journal of Social Psychology;1467-839X;https://onlinelibrary.wiley.com/journal/1467839X;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,6;Q3;0,728;Q1;66.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Asian%20Journal%20of%20Social%20Psychology&btnG=
Assessment;1073-1911;http://asm.sagepub.com/;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3,4;Q1;2,04;Q1;116.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Assessment&btnG=
Assessment for Effective Intervention;1938-7458;http://www.sagepub.com/journals/Journal201872/title;;;Ciências Humanas;Psicologia;Ciências Sociais, Profissões da Saúde, Psicologia;Scopus;-;-;0,474;Q2;35.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Assessment%20for%20Effective%20Intervention&btnG=
Australian Feminist Law Journal;2204-0064;http://www.griffith.edu.au/criminology-law/australian-feminist-law-journal;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;1,4;Q1;0,315;Q1;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Feminist%20Law%20Journal&btnG=
Australian Journal of Learning Difficulties;1940-4158;https://www.tandfonline.com/toc/rald20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,6;Q1;0,352;Q3;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Journal%20of%20Learning%20Difficulties&btnG=
Australian Psychologist;0005-0067;https://www.tandfonline.com/toc/rapy20/current;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;2;Q2;0,684;Q1;65.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20Psychologist&btnG=
Australian and New Zealand Journal of Family Therapy;1467-8438;https://onlinelibrary.wiley.com/journal/14678438;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;0,6;Q4;0,238;Q3;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Australian%20and%20New%20Zealand%20Journal%20of%20Family%20Therapy&btnG=
Aviation Psychology and Applied Human Factors;2192-0923;http://psychcontent.metapress.com/content/2192-0923;;;Ciências Humanas;Psicologia;Engenharia, Psicologia;Scopus;-;-;0,215;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Aviation%20Psychology%20and%20Applied%20Human%20Factors&btnG=
BEHAVIORAL INTERVENTIONS;1072-0847;https://onlinelibrary.wiley.com/journal/1099078X;;;Ciências Humanas;Geografia;Geografia, Multidisciplinar, Física, Geociências;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BEHAVIORAL%20INTERVENTIONS&btnG=
BIOLOGICAL AGRICULTURE & HORTICULTURE;0144-8765;https://www.tandfonline.com/toc/tbah20/current;;;Ciências Humanas;Filosofia;Educação Multidisciplinar, História e Filosofia da Ciência, Disciplinas Científicas, Engenharia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOLOGICAL%20AGRICULTURE%20%26%20HORTICULTURE&btnG=
BIOORGANIC CHEMISTRY;0045-2068;https://www.sciencedirect.com/journal/bioorganic-chemistry;;;Ciências Humanas;Geografia;Geografia, Multidisciplinar, Física, Geociências;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOORGANIC%20CHEMISTRY&btnG=
BIOPHARM INTERNATIONAL;1542-166X;http://www.biopharminternational.com/biopharm;;;Ciências Humanas;Geografia;Geografia, Física;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOPHARM%20INTERNATIONAL&btnG=
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY;0885-4513;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1470-8744;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;1,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BIOTECHNOLOGY%20AND%20APPLIED%20BIOCHEMISTRY&btnG=
BPA Applied Psychology Bulletin;0006-6761;;;;Ciências Humanas;Psicologia;Psicologia;Scopus;-;-;0,209;Q4;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BPA%20Applied%20Psychology%20Bulletin&btnG=
BRITISH JOURNAL OF OCCUPATIONAL THERAPY;0308-0226;https://us.sagepub.com/en-us/nam/journal/british-journal-occupational-therapy;;;Ciências Humanas;Filosofia;Ciência da Computação, História e Filosofia da Ciência, Sistemas de Informação;Web of Science;12,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BRITISH%20JOURNAL%20OF%20OCCUPATIONAL%20THERAPY&btnG=
BRITISH JOURNAL OF PAIN;2049-4637;https://us.sagepub.com/en-us/nam/journal/british-journal-pain;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;0,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BRITISH%20JOURNAL%20OF%20PAIN&btnG=
Basic and Applied Social Psychology;0197-3533;http://www.tandfonline.com/loi/hbas20;;;Ciências Humanas;Psicologia;Psicologia;Scopus;1,8;Q3;0,392;Q3;88.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Basic%20and%20Applied%20Social%20Psychology&btnG=
Behavior Modification;0145-4455;http://bmo.sagepub.com/;;;Ciências Humanas;Psicologia;Artes e Humanidades, Psicologia;Scopus;2,4;Q2;0,823;Q1;98.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Behavior%20Modification&btnG=
Behavior Therapy;0005-7894;https://www.journals.elsevier.com/behavior-therapy;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3,8;Q1;1,576;Q1;141.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Behavior%20Therapy&btnG=
Behavioral Sciences of Terrorism and Political Aggression;1943-4480;https://www.tandfonline.com/toc/rirt20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,4;Q2;0,786;Q1;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Behavioral%20Sciences%20of%20Terrorism%20and%20Political%20Aggression&btnG=
Behaviour and Information Technology;1362-3001;https://www.tandfonline.com/toc/tbit20/current;;;Ciências Humanas;Psicologia;Artes e Humanidades, Ciência da Computação, Ciências Sociais, Psicologia;Scopus;3,1;Q2;1,137;Q1;111.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Behaviour%20and%20Information%20Technology&btnG=
Biological Psychology;0301-0511;http://www.journals.elsevier.com/biological-psychology/;;;Ciências Humanas;Psicologia;Neurociência, Psicologia;Scopus;2,9;Q1;1,203;Q1;158.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Biological%20Psychology&btnG=
Body Image;1740-1445;https://www.journals.elsevier.com/body-image;;;Ciências Humanas;Psicologia;Psicologia;Scopus;5,4;Q1;2,11;Q1;125.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Body%20Image&btnG=
Brain and Cognition;1090-2147;https://www.journals.elsevier.com/brain-and-cognition;;;Ciências Humanas;Psicologia;Artes e Humanidades, Neurociência, Psicologia;Scopus;1,4;Q4;0,654;Q1;147.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Brain%20and%20Cognition&btnG=
Brain and Language;1090-2155;https://www.journals.elsevier.com/brain-and-language;;;Ciências Humanas;Psicologia;Ciências Sociais, Neurociências, Profissões da Saúde, Psicologia;Scopus;2,3;Q1;0,841;Q1;152.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Brain%20and%20Language&btnG=
British Journal of Developmental Psychology;2044-835X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-835X;;;Ciências Humanas;Psicologia;Neurociência, Psicologia;Scopus;2,2;Q2;0,987;Q1;99.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Developmental%20Psychology&btnG=
British Journal of Educational Psychology;0007-0998;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8279;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;3,6;Q1;1,747;Q1;126.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Educational%20Psychology&btnG=
British Journal of Guidance and Counselling;0306-9885;https://www.tandfonline.com/toc/cbjg20/current;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,1;Q4;0,613;Q2;59.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Guidance%20and%20Counselling&btnG=
British Journal of Psychology;2044-8295;https://bpspsychub.onlinelibrary.wiley.com/journal/20448295;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3,3;Q1;1,462;Q1;115.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Psychology&btnG=
British Journal of Social Psychology;0144-6665;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8309;;;Ciências Humanas;Psicologia;Psicologia;Scopus;3;Q1;1,571;Q1;126.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Social%20Psychology&btnG=
British Journal of Special Education;1467-8578;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8578;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;1,4;Q2;0,488;Q2;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=British%20Journal%20of%20Special%20Education&btnG=
Bulletin of Educational Psychology;1011-5714;;;;Ciências Humanas;Psicologia;Ciências Sociais, Psicologia;Scopus;-;-;0,212;Q3;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Bulletin%20of%20Educational%20Psychology&btnG=
CA-A CANCER JOURNAL FOR CLINICIANS;0007-9235;http://onlinelibrary.wiley.com/journal/10.3322/(ISSN)1542-4863;;;Ciências Humanas;Geografia;Geografia, Física;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CA-A%20CANCER%20JOURNAL%20FOR%20CLINICIANS&btnG=
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE;0319-5724;https://onlinelibrary.wiley.com/journal/1708945X;;;Ciências Humanas;Psicologia;Psicologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANADIAN%20JOURNAL%20OF%20STATISTICS-REVUE%20CANADIENNE%20DE%20STATISTIQUE&btnG=
CANCER CELL;1535-6108;https://www.sciencedirect.com/journal/cancer-cell;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência, Ciências Multidisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANCER%20CELL&btnG=
CANCERS;2072-6694;https://www.mdpi.com/journal/cancers/;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;0,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANCERS&btnG=
CAPITAL AND CLASS;0309-8168;http://cnc.sagepub.com/;;;Ciências Humanas;Filosofia;Geociências, Multidisciplinar, História e Filosofia da Ciência;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CAPITAL%20AND%20CLASS&btnG=
CAPITAL MARKETS LAW JOURNAL;1750-7219;http://cmlj.oxfordjournals.org;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CAPITAL%20MARKETS%20LAW%20JOURNAL&btnG=
CARDIOVASCULAR REVASCULARIZATION MEDICINE;1553-8389;https://www.journals.elsevier.com/cardiovascular-revascularization-medicine;;;Ciências Humanas;Psicologia;Neurociências, Psicologia, Ciências do Esporte;Web of Science;1,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CARDIOVASCULAR%20REVASCULARIZATION%20MEDICINE&btnG=
CATENA;0341-8162;https://www.journals.elsevier.com/catena;;;Ciências Humanas;Geografia;Engenharia Elétrica e Eletrônica, Geografia, Engenharia Física, Sensoriamento Remoto, Ciência da Imagem e Tecnologia Fotográfica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CATENA&btnG=
CIVIL WAR HISTORY;0009-8078;http://muse.jhu.edu/journals/cwh;;;Ciências Humanas;Geografia;Geografia Física, Sensoriamento Remoto;Web of Science;4,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CIVIL%20WAR%20HISTORY&btnG=
CLADISTICS;0748-3007;http://www.wiley.com/bw/submit.asp?ref=0748-3007;;;Ciências Humanas;Psicologia;Nutrição e Dietética, Psiquiatria, Psicologia;Web of Science;4,3;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CLADISTICS&btnG=
COLLOQUIA GERMANICA;0010-1338;https://www.jstor.org/journal/collogerm;;;Ciências Humanas;Filosofia;História e Filosofia da Ciência;Web of Science;0,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COLLOQUIA%20GERMANICA&btnG=
COLONIAL LATIN AMERICAN REVIEW;1060-9164;https://www.tandfonline.com/toc/ccla20/current;;;Ciências Humanas;Geografia;Geografia Multidisciplinar, Sensoriamento Remoto, Ciência da Imagem e Tecnologia Fotográfica Física, Geociências;Web of Science;12,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COLONIAL%20LATIN%20AMERICAN%20REVIEW&btnG=
